sim_id	gene	source_model_path
dhmclvogcc	ENSG00000174600.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000174600.13/ENSG00000174600.13.k20.pi01.gss
eintfxsrnf	ENSG00000213339.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000213339.8/ENSG00000213339.8.k20.pi01.gss
pvxotfsezq	ENSG00000104154.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000104154.6/ENSG00000104154.6.k20.pi01.gss
eopeqsehim	ENSG00000197980.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000197980.12/ENSG00000197980.12.k20.pi01.gss
ffcbglfrkn	ENSG00000111331.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000111331.12/ENSG00000111331.12.k20.pi01.gss
mpcnszsuhn	ENSG00000146409.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000146409.10/ENSG00000146409.10.k20.pi01.gss
yhqhgzfbnu	ENSG00000135148.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000135148.11/ENSG00000135148.11.k20.pi01.gss
gipovdxaty	ENSG00000119514.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000119514.6/ENSG00000119514.6.k20.pi01.gss
qvswggqcwe	ENSG00000184164.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr22/ENSG00000184164.14/ENSG00000184164.14.k20.pi01.gss
fpjlkkagws	ENSG00000142227.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000142227.10/ENSG00000142227.10.k20.pi01.gss
ydhkzjzafx	ENSG00000111012.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000111012.9/ENSG00000111012.9.k20.pi01.gss
uvjfawjikq	ENSG00000204610.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000204610.12/ENSG00000204610.12.k20.pi01.gss
eoydfzmvyd	ENSG00000104635.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000104635.13/ENSG00000104635.13.k20.pi01.gss
dldkkjjazj	ENSG00000161929.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000161929.14/ENSG00000161929.14.k20.pi01.gss
lnjcrufnih	ENSG00000108187.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000108187.15/ENSG00000108187.15.k20.pi01.gss
amxfnjwscm	ENSG00000058668.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000058668.14/ENSG00000058668.14.k20.pi01.gss
ipjtpuafnu	ENSG00000122432.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000122432.17/ENSG00000122432.17.k20.pi01.gss
twvbpyijfv	ENSG00000173085.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000173085.13/ENSG00000173085.13.k20.pi01.gss
pieqjtqmrb	ENSG00000156218.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000156218.12/ENSG00000156218.12.k20.pi01.gss
rwfpziswuz	ENSG00000124226.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000124226.10/ENSG00000124226.10.k20.pi01.gss
afwzekztzp	ENSG00000152240.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr18/ENSG00000152240.12/ENSG00000152240.12.k20.pi01.gss
xwowdnayqs	ENSG00000176244.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000176244.6/ENSG00000176244.6.k20.pi01.gss
cczacmdxka	ENSG00000172969.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000172969.7/ENSG00000172969.7.k20.pi01.gss
fipcgfxnbi	ENSG00000168269.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000168269.8/ENSG00000168269.8.k20.pi01.gss
ghtrgrlvlg	ENSG00000141096.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000141096.4/ENSG00000141096.4.k20.pi01.gss
kujumbzzvb	ENSG00000138095.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000138095.18/ENSG00000138095.18.k20.pi01.gss
xlaloibkeo	ENSG00000172346.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr22/ENSG00000172346.14/ENSG00000172346.14.k20.pi01.gss
metfbdettb	ENSG00000128944.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000128944.13/ENSG00000128944.13.k20.pi01.gss
iajmvobeob	ENSG00000004534.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000004534.14/ENSG00000004534.14.k20.pi01.gss
bsciuiarwc	ENSG00000078747.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000078747.14/ENSG00000078747.14.k20.pi01.gss
ghphghqdmm	ENSG00000225940.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000225940.5/ENSG00000225940.5.k20.pi01.gss
bilzangvuy	ENSG00000152942.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000152942.18/ENSG00000152942.18.k20.pi01.gss
qbbhjmdtpm	ENSG00000109501.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000109501.13/ENSG00000109501.13.k20.pi01.gss
zjbwdmebwp	ENSG00000087191.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000087191.12/ENSG00000087191.12.k20.pi01.gss
zojkugvqlm	ENSG00000105383.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000105383.14/ENSG00000105383.14.k20.pi01.gss
lnpydrzxzo	ENSG00000089157.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000089157.15/ENSG00000089157.15.k20.pi01.gss
jghqabutez	ENSG00000118564.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000118564.14/ENSG00000118564.14.k20.pi01.gss
dzxczdapel	ENSG00000145779.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000145779.7/ENSG00000145779.7.k20.pi01.gss
exxpcjnuvb	ENSG00000197616.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000197616.11/ENSG00000197616.11.k20.pi01.gss
utseuxsxaj	ENSG00000139579.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000139579.12/ENSG00000139579.12.k20.pi01.gss
rqxqtnyzrs	ENSG00000008838.19	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000008838.19/ENSG00000008838.19.k20.pi01.gss
hjalgwzfcg	ENSG00000164867.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000164867.10/ENSG00000164867.10.k20.pi01.gss
snvlmhuwvw	ENSG00000253719.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000253719.3/ENSG00000253719.3.k20.pi01.gss
sdlxkxognd	ENSG00000157873.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000157873.17/ENSG00000157873.17.k20.pi01.gss
qhadvgkwta	ENSG00000198917.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000198917.12/ENSG00000198917.12.k20.pi01.gss
jfkzbnvrlm	ENSG00000150471.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000150471.16/ENSG00000150471.16.k20.pi01.gss
abzwyuswvh	ENSG00000222028.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000222028.3/ENSG00000222028.3.k20.pi01.gss
qovdcfjkwn	ENSG00000206503.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000206503.12/ENSG00000206503.12.k20.pi01.gss
erlxvqppzz	ENSG00000117262.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000117262.18/ENSG00000117262.18.k20.pi01.gss
wrrvxcmqwj	ENSG00000072840.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000072840.12/ENSG00000072840.12.k20.pi01.gss
glserwrjxi	ENSG00000065000.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000065000.15/ENSG00000065000.15.k20.pi01.gss
upkcizpgnh	ENSG00000240720.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000240720.7/ENSG00000240720.7.k20.pi01.gss
rafmgmahle	ENSG00000177143.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr18/ENSG00000177143.4/ENSG00000177143.4.k20.pi01.gss
pvtjfcslrc	ENSG00000132906.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000132906.17/ENSG00000132906.17.k20.pi01.gss
zghnezfpla	ENSG00000131408.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000131408.13/ENSG00000131408.13.k20.pi01.gss
pmpjsoqkqm	ENSG00000137090.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000137090.11/ENSG00000137090.11.k20.pi01.gss
wdrhfxhpaq	ENSG00000163864.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000163864.15/ENSG00000163864.15.k20.pi01.gss
dlzqncbess	ENSG00000187627.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000187627.14/ENSG00000187627.14.k20.pi01.gss
mljzsprest	ENSG00000106546.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000106546.12/ENSG00000106546.12.k20.pi01.gss
iefhveovzz	ENSG00000127561.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000127561.14/ENSG00000127561.14.k20.pi01.gss
vahcikzxnu	ENSG00000109208.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000109208.4/ENSG00000109208.4.k20.pi01.gss
piignafthr	ENSG00000026652.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000026652.13/ENSG00000026652.13.k20.pi01.gss
ntozswyljq	ENSG00000198563.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000198563.13/ENSG00000198563.13.k20.pi01.gss
wbsylmaezj	ENSG00000198915.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000198915.11/ENSG00000198915.11.k20.pi01.gss
yauncngxao	ENSG00000172236.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000172236.16/ENSG00000172236.16.k20.pi01.gss
njslanwcfg	ENSG00000188211.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000188211.8/ENSG00000188211.8.k20.pi01.gss
wezisodann	ENSG00000146005.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000146005.3/ENSG00000146005.3.k20.pi01.gss
rsjcvxbbfb	ENSG00000184221.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr21/ENSG00000184221.12/ENSG00000184221.12.k20.pi01.gss
rzqhlqiwyo	ENSG00000213160.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000213160.9/ENSG00000213160.9.k20.pi01.gss
lrrnwfbhdh	ENSG00000203783.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000203783.4/ENSG00000203783.4.k20.pi01.gss
ociuxprmfc	ENSG00000068971.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000068971.13/ENSG00000068971.13.k20.pi01.gss
ofnkeaovnk	ENSG00000164920.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000164920.9/ENSG00000164920.9.k20.pi01.gss
fnjgjdpwrz	ENSG00000166869.2	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000166869.2/ENSG00000166869.2.k20.pi01.gss
xsdvxsicws	ENSG00000247595.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000247595.4/ENSG00000247595.4.k20.pi01.gss
xznjozgqae	ENSG00000140905.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000140905.10/ENSG00000140905.10.k20.pi01.gss
vvsjgpvvvw	ENSG00000105671.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000105671.11/ENSG00000105671.11.k20.pi01.gss
vamctamuhv	ENSG00000145730.20	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000145730.20/ENSG00000145730.20.k20.pi01.gss
wckgboxvle	ENSG00000144820.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000144820.7/ENSG00000144820.7.k20.pi01.gss
cnhprulibs	ENSG00000137558.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000137558.7/ENSG00000137558.7.k20.pi01.gss
hzayyxvszt	ENSG00000144741.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000144741.17/ENSG00000144741.17.k20.pi01.gss
iqborattti	ENSG00000145536.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000145536.15/ENSG00000145536.15.k20.pi01.gss
anfxanzsqb	ENSG00000132639.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000132639.12/ENSG00000132639.12.k20.pi01.gss
ikvdbhpoxq	ENSG00000160613.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000160613.12/ENSG00000160613.12.k20.pi01.gss
tkbrdqftpj	ENSG00000166825.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000166825.13/ENSG00000166825.13.k20.pi01.gss
znlyamjodb	ENSG00000115109.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000115109.13/ENSG00000115109.13.k20.pi01.gss
afvyykiqly	ENSG00000250374.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000250374.3/ENSG00000250374.3.k20.pi01.gss
qpyyzxwjqh	ENSG00000173714.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000173714.7/ENSG00000173714.7.k20.pi01.gss
kblobbscpi	ENSG00000184361.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000184361.12/ENSG00000184361.12.k20.pi01.gss
jzumahxawx	ENSG00000122033.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr13/ENSG00000122033.14/ENSG00000122033.14.k20.pi01.gss
zjicnqohkh	ENSG00000171989.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000171989.5/ENSG00000171989.5.k20.pi01.gss
nyixyqlnua	ENSG00000183397.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000183397.5/ENSG00000183397.5.k20.pi01.gss
vtcwcorxjn	ENSG00000111962.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000111962.7/ENSG00000111962.7.k20.pi01.gss
trmdwkouvt	ENSG00000234127.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000234127.8/ENSG00000234127.8.k20.pi01.gss
revxgseelt	ENSG00000143653.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000143653.9/ENSG00000143653.9.k20.pi01.gss
whaiyksmux	ENSG00000167565.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000167565.12/ENSG00000167565.12.k20.pi01.gss
pifloyskmd	ENSG00000151500.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000151500.14/ENSG00000151500.14.k20.pi01.gss
ekhzsmgohx	ENSG00000111671.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000111671.9/ENSG00000111671.9.k20.pi01.gss
vwxrysrzuf	ENSG00000101446.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000101446.7/ENSG00000101446.7.k20.pi01.gss
mqidrmeush	ENSG00000166448.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000166448.14/ENSG00000166448.14.k20.pi01.gss
heccsizhwq	ENSG00000185231.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr18/ENSG00000185231.4/ENSG00000185231.4.k20.pi01.gss
zcbfhxxdtd	ENSG00000274750.2	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000274750.2/ENSG00000274750.2.k20.pi01.gss
lezuugnufa	ENSG00000145863.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000145863.10/ENSG00000145863.10.k20.pi01.gss
nebupeywze	ENSG00000254004.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000254004.6/ENSG00000254004.6.k20.pi01.gss
gxdyvtnhhy	ENSG00000177830.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000177830.17/ENSG00000177830.17.k20.pi01.gss
rdzjyniusp	ENSG00000168282.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000168282.5/ENSG00000168282.5.k20.pi01.gss
cmkkstucsi	ENSG00000061337.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000061337.15/ENSG00000061337.15.k20.pi01.gss
qkvuymcoar	ENSG00000080511.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000080511.3/ENSG00000080511.3.k20.pi01.gss
xfwcjqkjlo	ENSG00000163840.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000163840.9/ENSG00000163840.9.k20.pi01.gss
ipyxbobqqi	ENSG00000042429.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000042429.11/ENSG00000042429.11.k20.pi01.gss
blypsgmygu	ENSG00000172340.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000172340.14/ENSG00000172340.14.k20.pi01.gss
lzyoqklaxk	ENSG00000261221.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000261221.3/ENSG00000261221.3.k20.pi01.gss
cwglzukehe	ENSG00000168906.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000168906.12/ENSG00000168906.12.k20.pi01.gss
sutlfgkobd	ENSG00000140470.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000140470.13/ENSG00000140470.13.k20.pi01.gss
iaqqbuxhrg	ENSG00000149609.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000149609.5/ENSG00000149609.5.k20.pi01.gss
tnzzocsrmc	ENSG00000147481.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000147481.14/ENSG00000147481.14.k20.pi01.gss
yebtebdxow	ENSG00000146839.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000146839.18/ENSG00000146839.18.k20.pi01.gss
pzafaeeqdg	ENSG00000198189.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000198189.10/ENSG00000198189.10.k20.pi01.gss
iktuboccnc	ENSG00000140691.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000140691.16/ENSG00000140691.16.k20.pi01.gss
minkrtxyev	ENSG00000197386.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000197386.10/ENSG00000197386.10.k20.pi01.gss
vkdcqaupqx	ENSG00000152382.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000152382.5/ENSG00000152382.5.k20.pi01.gss
vxxqjhifsq	ENSG00000253485.2	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000253485.2/ENSG00000253485.2.k20.pi01.gss
evrzyhclos	ENSG00000164112.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000164112.12/ENSG00000164112.12.k20.pi01.gss
myubqnepmt	ENSG00000280165.1	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr13/ENSG00000280165.1/ENSG00000280165.1.k20.pi01.gss
ttdpsgjbld	ENSG00000161800.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000161800.12/ENSG00000161800.12.k20.pi01.gss
bljvrketwt	ENSG00000088826.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000088826.17/ENSG00000088826.17.k20.pi01.gss
kalctixfim	ENSG00000171133.2	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000171133.2/ENSG00000171133.2.k20.pi01.gss
kqaokflgan	ENSG00000284373.1	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000284373.1/ENSG00000284373.1.k20.pi01.gss
luuaoebtyi	ENSG00000152086.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000152086.8/ENSG00000152086.8.k20.pi01.gss
jthpqnmqir	ENSG00000104341.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000104341.16/ENSG00000104341.16.k20.pi01.gss
jrtpsbhoku	ENSG00000173473.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000173473.10/ENSG00000173473.10.k20.pi01.gss
sdnrlzsask	ENSG00000103351.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000103351.12/ENSG00000103351.12.k20.pi01.gss
vlrwetzihu	ENSG00000164741.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000164741.14/ENSG00000164741.14.k20.pi01.gss
qlpjuuuafx	ENSG00000183476.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000183476.12/ENSG00000183476.12.k20.pi01.gss
sqyuapddcf	ENSG00000159625.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000159625.14/ENSG00000159625.14.k20.pi01.gss
hwyowleldh	ENSG00000114423.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000114423.18/ENSG00000114423.18.k20.pi01.gss
pxirfrnsli	ENSG00000158711.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000158711.13/ENSG00000158711.13.k20.pi01.gss
swevckxeig	ENSG00000129657.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000129657.14/ENSG00000129657.14.k20.pi01.gss
oefjmlxsak	ENSG00000227059.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000227059.6/ENSG00000227059.6.k20.pi01.gss
yedwcqbrci	ENSG00000173926.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000173926.5/ENSG00000173926.5.k20.pi01.gss
aoebyctloq	ENSG00000186020.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000186020.12/ENSG00000186020.12.k20.pi01.gss
dcygzzquht	ENSG00000135063.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000135063.17/ENSG00000135063.17.k20.pi01.gss
yvnjeydvdj	ENSG00000108556.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000108556.7/ENSG00000108556.7.k20.pi01.gss
bgccbigcqi	ENSG00000143590.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000143590.13/ENSG00000143590.13.k20.pi01.gss
jiucsbrlvv	ENSG00000164047.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000164047.4/ENSG00000164047.4.k20.pi01.gss
pvvsyvzpxv	ENSG00000070610.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000070610.14/ENSG00000070610.14.k20.pi01.gss
zjuowkodtg	ENSG00000203724.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000203724.10/ENSG00000203724.10.k20.pi01.gss
nmlggvlcgb	ENSG00000226979.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000226979.8/ENSG00000226979.8.k20.pi01.gss
ntugnqxaap	ENSG00000134283.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000134283.17/ENSG00000134283.17.k20.pi01.gss
bcrkpncotm	ENSG00000136237.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000136237.18/ENSG00000136237.18.k20.pi01.gss
vsdrjpxhvs	ENSG00000140365.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000140365.15/ENSG00000140365.15.k20.pi01.gss
gdzbtvmxel	ENSG00000188032.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000188032.9/ENSG00000188032.9.k20.pi01.gss
yytuwdcqxi	ENSG00000183726.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000183726.10/ENSG00000183726.10.k20.pi01.gss
xfelxoskqv	ENSG00000125995.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000125995.15/ENSG00000125995.15.k20.pi01.gss
ufmiesskdk	ENSG00000264343.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000264343.5/ENSG00000264343.5.k20.pi01.gss
yrddeunwug	ENSG00000187658.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000187658.6/ENSG00000187658.6.k20.pi01.gss
xubrpwrekp	ENSG00000184254.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000184254.16/ENSG00000184254.16.k20.pi01.gss
khdsnthwjd	ENSG00000160087.20	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000160087.20/ENSG00000160087.20.k20.pi01.gss
sorinfjvmp	ENSG00000117505.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000117505.12/ENSG00000117505.12.k20.pi01.gss
jgqkkmoptm	ENSG00000221944.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000221944.6/ENSG00000221944.6.k20.pi01.gss
nehntbebsm	ENSG00000244476.2	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000244476.2/ENSG00000244476.2.k20.pi01.gss
meotxmprwd	ENSG00000101096.19	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000101096.19/ENSG00000101096.19.k20.pi01.gss
lczeisljni	ENSG00000164485.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000164485.14/ENSG00000164485.14.k20.pi01.gss
